ds,yhat,yhat_lower,yhat_upper,trend,valor_real,tipo,periodo,anio,mes,banco_estandarizado,indicador
2010-07-01,7.842289287371418,7.272017805054313,8.367584872659858,7.912723596632176,7.47,historico_ajustado,2010-07,2010,7,INTERNACIONAL,solvencia_proxy
2010-08-01,7.714591798800113,7.110914445228715,8.252220425360123,7.9067327550066935,7.39,historico_ajustado,2010-08,2010,8,INTERNACIONAL,solvencia_proxy
2010-09-01,7.611550129747504,7.06068329353504,8.10683940896745,7.900741913403322,7.07,historico_ajustado,2010-09,2010,9,INTERNACIONAL,solvencia_proxy
2010-10-01,7.700143251177086,7.114794043104486,8.290736175167863,7.894944324754898,7.06,historico_ajustado,2010-10,2010,10,INTERNACIONAL,solvencia_proxy
2010-11-01,7.681235926503778,7.1345728367347565,8.207790634155359,7.8889534831515284,6.95,historico_ajustado,2010-11,2010,11,INTERNACIONAL,solvencia_proxy
2010-12-01,7.575351673858635,6.995634541677888,8.156050437874434,7.883155894503104,7.72,historico_ajustado,2010-12,2010,12,INTERNACIONAL,solvencia_proxy
2011-01-01,8.118100699575328,7.546213643102138,8.687883079870211,7.877165052899733,8.05,historico_ajustado,2011-01,2011,1,INTERNACIONAL,solvencia_proxy
2011-02-01,8.050296872598597,7.449901501364273,8.656198835282463,7.871174211296362,7.98,historico_ajustado,2011-02,2011,2,INTERNACIONAL,solvencia_proxy
2011-03-01,7.127822343539402,6.535121612016111,7.676844983884174,7.865763128557834,7.15,historico_ajustado,2011-03,2011,3,INTERNACIONAL,solvencia_proxy
2011-04-01,7.983562151844081,7.406715277507973,8.562693903258742,7.859772287251878,7.34,historico_ajustado,2011-04,2011,4,INTERNACIONAL,solvencia_proxy
2011-05-01,8.021973816407684,7.456921594060352,8.544013351706,7.853974698891276,7.38,historico_ajustado,2011-05,2011,5,INTERNACIONAL,solvencia_proxy
2011-06-01,7.75259538765615,7.178623784016521,8.3230602987397,7.84798385758532,7.03,historico_ajustado,2011-06,2011,6,INTERNACIONAL,solvencia_proxy
2011-07-01,7.777378355395301,7.218768034655668,8.317236394050266,7.842186269224718,6.91,historico_ajustado,2011-07,2011,7,INTERNACIONAL,solvencia_proxy
2011-08-01,7.611601175706251,7.051342968581672,8.17840233664734,7.836195427918764,6.77,historico_ajustado,2011-08,2011,8,INTERNACIONAL,solvencia_proxy
2011-09-01,7.467962337371407,6.928616619272195,8.041733474151522,7.830204586612808,6.97,historico_ajustado,2011-09,2011,9,INTERNACIONAL,solvencia_proxy
2011-10-01,7.635735805514488,7.049082933800897,8.156172447433926,7.824406998446623,7.76,historico_ajustado,2011-10,2011,10,INTERNACIONAL,solvencia_proxy
2011-11-01,7.58785479276873,7.015978279503565,8.178422921548,7.818416157341566,8.01,historico_ajustado,2011-11,2011,11,INTERNACIONAL,solvencia_proxy
2011-12-01,7.548916192955306,6.973929538240599,8.11079221847052,7.81261856917538,8.5,historico_ajustado,2011-12,2011,12,INTERNACIONAL,solvencia_proxy
2012-01-01,8.105968778260577,7.53492266016251,8.696555646248514,7.806627728070323,8.99,historico_ajustado,2012-01,2012,1,INTERNACIONAL,solvencia_proxy
2012-02-01,8.120349561672509,7.562063577223071,8.632870252407482,7.800636886965265,8.87,historico_ajustado,2012-02,2012,2,INTERNACIONAL,solvencia_proxy
2012-03-01,7.9178563007770135,7.340415336539582,8.456383489207226,7.795032551737953,8.66,historico_ajustado,2012-03,2012,3,INTERNACIONAL,solvencia_proxy
2012-04-01,7.888927002045601,7.347197679708319,8.433893773280154,7.789041710632896,8.42,historico_ajustado,2012-04,2012,4,INTERNACIONAL,solvencia_proxy
2012-05-01,7.600511429303555,7.043418045577298,8.212747746636994,7.783244122691535,8.49,historico_ajustado,2012-05,2012,5,INTERNACIONAL,solvencia_proxy
2012-06-01,7.518672639012017,6.943084333971937,8.109326406623543,7.777253281818796,8.28,historico_ajustado,2012-06,2012,6,INTERNACIONAL,solvencia_proxy
2012-07-01,7.683041505329049,7.139527823789475,8.238218839850457,7.771455693877434,8.41,historico_ajustado,2012-07,2012,7,INTERNACIONAL,solvencia_proxy
2012-08-01,7.632820010327581,7.081143705028858,8.22321661376235,7.765464853004695,8.18,historico_ajustado,2012-08,2012,8,INTERNACIONAL,solvencia_proxy
2012-09-01,7.616985500071194,7.039811061343533,8.15585722897203,7.759474012131956,8.04,historico_ajustado,2012-09,2012,9,INTERNACIONAL,solvencia_proxy
2012-10-01,7.550445151887148,6.942780594355569,8.14492332168662,7.753676424190594,7.78,historico_ajustado,2012-10,2012,10,INTERNACIONAL,solvencia_proxy
2012-11-01,7.59004280306291,7.06237055176204,8.146384628715936,7.747685582568467,7.73,historico_ajustado,2012-11,2012,11,INTERNACIONAL,solvencia_proxy
2012-12-01,7.350710175274283,6.789822370704425,7.935897596455398,7.741887993901892,7.43,historico_ajustado,2012-12,2012,12,INTERNACIONAL,solvencia_proxy
2013-01-01,7.860149314315579,7.275832047544505,8.433717467687059,7.7358971522797635,8.29,historico_ajustado,2013-01,2013,1,INTERNACIONAL,solvencia_proxy
2013-02-01,7.61367696662681,7.058288259065044,8.175888890062069,7.729906310657636,8.0,historico_ajustado,2013-02,2013,2,INTERNACIONAL,solvencia_proxy
2013-03-01,7.5609451043641,6.961614907200388,8.072838705003619,7.724495227902165,8.18,historico_ajustado,2013-03,2013,3,INTERNACIONAL,solvencia_proxy
2013-04-01,7.820869997659387,7.2470751947387475,8.414544408614399,7.718504386280037,8.16,historico_ajustado,2013-04,2013,4,INTERNACIONAL,solvencia_proxy
2013-05-01,7.645076935049333,7.127469406813435,8.25098901219933,7.712706797613462,8.1,historico_ajustado,2013-05,2013,5,INTERNACIONAL,solvencia_proxy
2013-06-01,7.503820942718375,6.935113292839078,8.058310737905812,7.706715957616343,7.58,historico_ajustado,2013-06,2013,6,INTERNACIONAL,solvencia_proxy
2013-07-01,7.622609557209744,7.069403807106169,8.19030805055214,7.700918370522355,7.7,historico_ajustado,2013-07,2013,7,INTERNACIONAL,solvencia_proxy
2013-08-01,7.533455691627155,6.921454634623085,8.10224429466289,7.694927530525235,7.41,historico_ajustado,2013-08,2013,8,INTERNACIONAL,solvencia_proxy
2013-09-01,7.473030156598669,6.889050915910137,7.98925353347152,7.688936690528116,7.19,historico_ajustado,2013-09,2013,9,INTERNACIONAL,solvencia_proxy
2013-10-01,7.483492819521119,6.946577812703329,8.04792263218796,7.683139103434128,7.21,historico_ajustado,2013-10,2013,10,INTERNACIONAL,solvencia_proxy
2013-11-01,7.493742592377346,6.942391081371224,8.045567571470354,7.677148263437008,6.8,historico_ajustado,2013-11,2013,11,INTERNACIONAL,solvencia_proxy
2013-12-01,7.325672420370264,6.7481848322752365,7.844772425333649,7.675993631617909,6.13,historico_ajustado,2013-12,2013,12,INTERNACIONAL,solvencia_proxy
2014-01-01,7.857331380592228,7.2720025805673805,8.445989480789594,7.674800512071506,6.93,historico_ajustado,2014-01,2014,1,INTERNACIONAL,solvencia_proxy
2014-02-01,7.707374114378476,7.13443359535583,8.264287160021885,7.6736073925251045,7.11,historico_ajustado,2014-02,2014,2,INTERNACIONAL,solvencia_proxy
2014-03-01,7.221951274532943,6.652247086625765,7.7952493654383455,7.6725297361606115,6.9,historico_ajustado,2014-03,2014,3,INTERNACIONAL,solvencia_proxy
2014-04-01,7.781655477817723,7.248021444266153,8.3680398957947,7.6713366166142105,7.77,historico_ajustado,2014-04,2014,4,INTERNACIONAL,solvencia_proxy
2014-05-01,7.719515103966024,7.197156699680031,8.291696215894422,7.670181984795112,7.28,historico_ajustado,2014-05,2014,5,INTERNACIONAL,solvencia_proxy
2014-06-01,7.53068684767137,6.998318566966869,8.124217656414753,7.679148075231845,6.87,historico_ajustado,2014-06,2014,6,INTERNACIONAL,solvencia_proxy
2014-07-01,7.617390627683552,7.055663226519045,8.16582329316254,7.687824936944815,7.03,historico_ajustado,2014-07,2014,7,INTERNACIONAL,solvencia_proxy
2014-08-01,7.504650071174515,6.955125670343204,8.074892171414012,7.69679102738155,6.98,historico_ajustado,2014-08,2014,8,INTERNACIONAL,solvencia_proxy
2014-09-01,7.416565334162235,6.83907433845904,7.9696350129858535,7.705757117818283,6.62,historico_ajustado,2014-09,2014,9,INTERNACIONAL,solvencia_proxy
2014-10-01,7.519632905953139,6.897426338605685,8.028022609624426,7.714433979531253,6.86,historico_ajustado,2014-10,2014,10,INTERNACIONAL,solvencia_proxy
2014-11-01,7.5156825133203755,6.933814114997298,8.111543869398444,7.723400069967988,6.52,historico_ajustado,2014-11,2014,11,INTERNACIONAL,solvencia_proxy
2014-12-01,7.424272711037111,6.840369746663267,7.97257773851031,7.732076931680956,6.66,historico_ajustado,2014-12,2014,12,INTERNACIONAL,solvencia_proxy
2015-01-01,7.99042792647498,7.41338301574969,8.589123085299368,7.749492279799392,7.88,historico_ajustado,2015-01,2015,1,INTERNACIONAL,solvencia_proxy
2015-02-01,7.946030289219807,7.344740780435337,8.515769544177203,7.766907627917827,7.78,historico_ajustado,2015-02,2015,2,INTERNACIONAL,solvencia_proxy
2015-03-01,7.044696834747192,6.495894325686374,7.609129115500738,7.782637619766736,7.36,historico_ajustado,2015-03,2015,3,INTERNACIONAL,solvencia_proxy
2015-04-01,7.923842832477441,7.3452811206908795,8.489942643805787,7.800052967885171,8.12,historico_ajustado,2015-04,2015,4,INTERNACIONAL,solvencia_proxy
2015-05-01,7.984905648097524,7.444880052817657,8.5571144114452,7.816906530580431,7.78,historico_ajustado,2015-05,2015,5,INTERNACIONAL,solvencia_proxy
2015-06-01,7.738933408769703,7.172822911724416,8.305274073175315,7.834321878698865,7.7,historico_ajustado,2015-06,2015,6,INTERNACIONAL,solvencia_proxy
2015-07-01,7.787207131361777,7.266859839130382,8.341813558688607,7.852015045190328,8.19,historico_ajustado,2015-07,2015,7,INTERNACIONAL,solvencia_proxy
2015-08-01,7.645703731684679,7.09457735879677,8.210333144510187,7.8702979838981735,8.28,historico_ajustado,2015-08,2015,8,INTERNACIONAL,solvencia_proxy
2015-09-01,7.526338673365434,6.966511356230126,8.058638280572064,7.8885809226060175,8.48,historico_ajustado,2015-09,2015,9,INTERNACIONAL,solvencia_proxy
2015-10-01,7.717602896164743,7.177797142552168,8.261085758330847,7.906274089097479,8.54,historico_ajustado,2015-10,2015,10,INTERNACIONAL,solvencia_proxy
2015-11-01,7.693995663232366,7.121100726299053,8.2460991266355,7.924557027805324,8.38,historico_ajustado,2015-11,2015,11,INTERNACIONAL,solvencia_proxy
2015-12-01,7.678547818077161,7.107644322186985,8.24403592319604,7.942250194296788,8.44,historico_ajustado,2015-12,2015,12,INTERNACIONAL,solvencia_proxy
2016-01-01,8.259874183194864,7.697878187056704,8.81716669531912,7.960533133004633,8.63,historico_ajustado,2016-01,2016,1,INTERNACIONAL,solvencia_proxy
2016-02-01,8.298528756259735,7.737549861880763,8.911706274221912,7.978816081553537,8.37,historico_ajustado,2016-02,2016,2,INTERNACIONAL,solvencia_proxy
2016-03-01,8.118743234073428,7.570978953592827,8.685969176147708,7.99591948503477,8.04,historico_ajustado,2016-03,2016,3,INTERNACIONAL,solvencia_proxy
2016-04-01,8.114087724996796,7.523717083339912,8.665371931999612,8.014202433583675,8.26,historico_ajustado,2016-04,2016,4,INTERNACIONAL,solvencia_proxy
2016-05-01,7.849162916210941,7.301097423963196,8.454951226817732,8.031895609598743,7.9,historico_ajustado,2016-05,2016,5,INTERNACIONAL,solvencia_proxy
2016-06-01,7.791597915340399,7.23384633501908,8.355136563813033,8.050178558147648,7.76,historico_ajustado,2016-06,2016,6,INTERNACIONAL,solvencia_proxy
2016-07-01,7.979457545613802,7.447795834494491,8.528409283911522,8.067871734162715,7.8,historico_ajustado,2016-07,2016,7,INTERNACIONAL,solvencia_proxy
2016-08-01,7.953518215943964,7.424128985677175,8.548439907030684,8.0861630586211,7.6,historico_ajustado,2016-08,2016,8,INTERNACIONAL,solvencia_proxy
2016-09-01,7.961965871018774,7.417270055180242,8.530791159629864,8.104454383079483,7.36,historico_ajustado,2016-09,2016,9,INTERNACIONAL,solvencia_proxy
2016-10-01,7.918924392510082,7.384512826713875,8.481972092079012,8.122155664813402,7.16,historico_ajustado,2016-10,2016,10,INTERNACIONAL,solvencia_proxy
2016-11-01,7.982804209766735,7.403517562112525,8.537442585774047,8.140446989271787,7.49,historico_ajustado,2016-11,2016,11,INTERNACIONAL,solvencia_proxy
2016-12-01,7.76697045237835,7.231799026087651,8.33816676420365,8.158148271005707,7.74,historico_ajustado,2016-12,2016,12,INTERNACIONAL,solvencia_proxy
2017-01-01,8.300691757499225,7.746721726081975,8.884089106107398,8.176439595464089,8.07,historico_ajustado,2017-01,2017,1,INTERNACIONAL,solvencia_proxy
2017-02-01,8.078501575890808,7.536151396390464,8.646944111195364,8.194730919922472,7.86,historico_ajustado,2017-02,2017,2,INTERNACIONAL,solvencia_proxy
2017-03-01,8.047702017686442,7.443196945587648,8.630161808123939,8.211252141225177,7.05,historico_ajustado,2017-03,2017,3,INTERNACIONAL,solvencia_proxy
2017-04-01,8.33190910476135,7.802908615567799,8.902491991317593,8.229543493381744,7.62,historico_ajustado,2017-04,2017,4,INTERNACIONAL,solvencia_proxy
2017-05-01,8.179614939357279,7.616173379627854,8.741523280060978,8.247244801920356,7.75,historico_ajustado,2017-05,2017,5,INTERNACIONAL,solvencia_proxy
2017-06-01,8.062641139179586,7.476610493570667,8.624853839461208,8.265536154076921,7.7,historico_ajustado,2017-06,2017,6,INTERNACIONAL,solvencia_proxy
2017-07-01,8.204928649302422,7.640536867533376,8.776885013822989,8.283237462615533,7.88,historico_ajustado,2017-07,2017,7,INTERNACIONAL,solvencia_proxy
2017-08-01,8.14005697587411,7.5430077150223855,8.73579601354017,8.3015288147721,7.97,historico_ajustado,2017-08,2017,8,INTERNACIONAL,solvencia_proxy
2017-09-01,8.103913633799142,7.533211445485594,8.658975756474636,8.319820167729288,8.17,historico_ajustado,2017-09,2017,9,INTERNACIONAL,solvencia_proxy
2017-10-01,8.137875193129364,7.598832131523256,8.698269740447,8.337521477042696,7.71,historico_ajustado,2017-10,2017,10,INTERNACIONAL,solvencia_proxy
2017-11-01,8.172407158940258,7.6172039809243115,8.760364028630908,8.355812829999884,7.76,historico_ajustado,2017-11,2017,11,INTERNACIONAL,solvencia_proxy
2017-12-01,8.02319292806502,7.461652107703677,8.596449061531922,8.373514139313292,7.41,historico_ajustado,2017-12,2017,12,INTERNACIONAL,solvencia_proxy
2018-01-01,8.574336360790689,8.056374930743948,9.141883558712612,8.39180549227048,8.11,historico_ajustado,2018-01,2018,1,INTERNACIONAL,solvencia_proxy
2018-02-01,8.443863567080086,7.8909090148420615,8.994630489835746,8.410096845227669,8.42,historico_ajustado,2018-02,2018,2,INTERNACIONAL,solvencia_proxy
2018-03-01,7.976039605814058,7.411899947648674,8.542808019008483,8.426618067442634,8.03,historico_ajustado,2018-03,2018,3,INTERNACIONAL,solvencia_proxy
2018-04-01,8.555228281812543,7.996110242638577,9.167659458250297,8.444909420609203,8.45,historico_ajustado,2018-04,2018,4,INTERNACIONAL,solvencia_proxy
2018-05-01,8.511943849296602,7.898471338922978,9.060764592411248,8.462610730125238,8.52,historico_ajustado,2018-05,2018,5,INTERNACIONAL,solvencia_proxy
2018-06-01,8.332440855731743,7.772929458976517,8.892787034392578,8.480902083291808,8.28,historico_ajustado,2018-06,2018,6,INTERNACIONAL,solvencia_proxy
2018-07-01,8.428169083546903,7.859463456994905,8.966627069550443,8.498603392807842,8.55,historico_ajustado,2018-07,2018,7,INTERNACIONAL,solvencia_proxy
2018-08-01,8.324753789767719,7.7429353330010535,8.864394392611684,8.516894745974412,8.64,historico_ajustado,2018-08,2018,8,INTERNACIONAL,solvencia_proxy
2018-09-01,8.245994315485554,7.712633208267974,8.806690510689048,8.535186099140981,8.86,historico_ajustado,2018-09,2018,9,INTERNACIONAL,solvencia_proxy
2018-10-01,8.358086332718658,7.795023069921182,8.912009699234268,8.552887406296662,8.97,historico_ajustado,2018-10,2018,10,INTERNACIONAL,solvencia_proxy
2018-11-01,8.36346120037653,7.851290355116648,8.95360583276757,8.5711787570242,9.0,historico_ajustado,2018-11,2018,11,INTERNACIONAL,solvencia_proxy
2018-12-01,8.281075843535639,7.716575053950196,8.872849161701845,8.58888006417988,8.57,historico_ajustado,2018-12,2018,12,INTERNACIONAL,solvencia_proxy
2019-01-01,8.848107061584058,8.298070850204542,9.400381527428038,8.607171414907418,9.04,historico_ajustado,2019-01,2019,1,INTERNACIONAL,solvencia_proxy
2019-02-01,8.804585426936903,8.275523688166473,9.412661934686009,8.625462765634955,8.74,historico_ajustado,2019-02,2019,2,INTERNACIONAL,solvencia_proxy
2019-04-01,8.784065200966424,8.189105591674458,9.350899097404751,8.660275336374461,9.13,historico_ajustado,2019-04,2019,4,INTERNACIONAL,solvencia_proxy
2019-05-01,8.844460531892592,8.330887960373085,9.391268188824505,8.676461414376089,9.16,historico_ajustado,2019-05,2019,5,INTERNACIONAL,solvencia_proxy
2019-06-01,8.597798558382083,8.022243202857473,9.138998237745414,8.693187028311106,9.21,historico_ajustado,2019-06,2019,6,INTERNACIONAL,solvencia_proxy
2019-07-01,8.644565192484595,8.075026135344638,9.189609864219593,8.709373106312734,9.04,historico_ajustado,2019-07,2019,7,INTERNACIONAL,solvencia_proxy
2019-08-01,8.501504468034058,7.929572285905942,9.039124441784727,8.726098720247752,8.94,historico_ajustado,2019-08,2019,8,INTERNACIONAL,solvencia_proxy
2019-09-01,8.38058208494162,7.839712308799368,8.949632146777473,8.742824334182767,8.92,historico_ajustado,2019-09,2019,9,INTERNACIONAL,solvencia_proxy
2019-10-01,8.570339219252096,8.017375040291505,9.12365379268871,8.759010412184395,9.29,historico_ajustado,2019-10,2019,10,INTERNACIONAL,solvencia_proxy
2019-11-01,8.54517466154585,7.9706547039646365,9.118734300402666,8.775736026119413,9.38,historico_ajustado,2019-11,2019,11,INTERNACIONAL,solvencia_proxy
2019-12-01,8.522425874930395,7.951102626282226,9.061750692032373,8.786128251149439,8.71,historico_ajustado,2019-12,2019,12,INTERNACIONAL,solvencia_proxy
2020-01-01,9.09620793387076,8.514932973677405,9.65370700597898,8.796866883680469,9.24,historico_ajustado,2020-01,2020,1,INTERNACIONAL,solvencia_proxy
2020-02-01,9.127318190918599,8.520876326364107,9.674474905043363,8.807605516211495,9.2,historico_ajustado,2020-02,2020,2,INTERNACIONAL,solvencia_proxy
2020-03-01,8.940475082776986,8.368015798866972,9.494374254793678,8.817651333740521,9.42,historico_ajustado,2020-03,2020,3,INTERNACIONAL,solvencia_proxy
2020-04-01,8.928275257684552,8.298023863165225,9.494240945292372,8.82838996627155,9.57,historico_ajustado,2020-04,2020,4,INTERNACIONAL,solvencia_proxy
2020-05-01,8.656049497914193,8.109657469994271,9.220377985446996,8.838782191301576,9.26,historico_ajustado,2020-05,2020,5,INTERNACIONAL,solvencia_proxy
2020-06-01,8.585442095500314,8.033723651522962,9.142103859416235,8.84402273830679,9.22,historico_ajustado,2020-06,2020,6,INTERNACIONAL,solvencia_proxy
2020-07-01,8.76068004685966,8.207003108119768,9.317173301495108,8.84909423540861,8.95,historico_ajustado,2020-07,2020,7,INTERNACIONAL,solvencia_proxy
2020-08-01,8.721689939736535,8.173072636922582,9.239128345881541,8.854334782413824,8.69,historico_ajustado,2020-08,2020,8,INTERNACIONAL,solvencia_proxy
2020-09-01,8.717086817358167,8.15175281443244,9.3064854309629,8.85957532941904,8.39,historico_ajustado,2020-09,2020,9,INTERNACIONAL,solvencia_proxy
2020-10-01,8.661415554216967,8.127675689228253,9.266588166927942,8.86464682652086,8.33,historico_ajustado,2020-10,2020,10,INTERNACIONAL,solvencia_proxy
2020-11-01,8.712244594021628,8.124454653330224,9.286432231443378,8.869887373526074,8.21,historico_ajustado,2020-11,2020,11,INTERNACIONAL,solvencia_proxy
2020-12-01,8.48378105200025,7.899754433401444,9.048644094404857,8.874958870627893,8.09,historico_ajustado,2020-12,2020,12,INTERNACIONAL,solvencia_proxy
2021-01-01,9.004181146996343,8.422625226833928,9.511923089059762,8.879928984961303,8.45,historico_ajustado,2021-01,2021,1,INTERNACIONAL,solvencia_proxy
2021-02-01,8.768669755263963,8.219632755375669,9.335621701889151,8.884899099294712,8.56,historico_ajustado,2021-02,2021,2,INTERNACIONAL,solvencia_proxy
2021-03-01,8.725838111283217,8.185641352129064,9.275829203018851,8.889388234821663,8.08,historico_ajustado,2021-03,2021,3,INTERNACIONAL,solvencia_proxy
2021-04-01,8.996723960534904,8.408673314464238,9.5351601047942,8.894358349155073,8.77,historico_ajustado,2021-04,2021,4,INTERNACIONAL,solvencia_proxy
2021-05-01,8.831538274655705,8.271046573315058,9.385129560777287,8.899168137219661,8.64,historico_ajustado,2021-05,2021,5,INTERNACIONAL,solvencia_proxy
2021-06-01,8.70124323665654,8.08454755356394,9.298569746767107,8.904138251553071,8.51,historico_ajustado,2021-06,2021,6,INTERNACIONAL,solvencia_proxy
2021-07-01,8.830636153844305,8.240796932645072,9.394306909042085,8.908944967157053,8.7,historico_ajustado,2021-07,2021,7,INTERNACIONAL,solvencia_proxy
2021-08-01,8.752440067716087,8.163016931845968,9.337837750764654,8.913911906614501,8.7,historico_ajustado,2021-08,2021,8,INTERNACIONAL,solvencia_proxy
2021-09-01,8.702972312141426,8.167469480866684,9.272484298685077,8.918878846071951,8.47,historico_ajustado,2021-09,2021,9,INTERNACIONAL,solvencia_proxy
2021-10-01,8.724039277762538,8.188952383775945,9.323180718728766,8.923685561675933,8.63,historico_ajustado,2021-10,2021,10,INTERNACIONAL,solvencia_proxy
2021-12-01,8.583138005489873,7.989453612743981,9.157350783852495,8.933459216737363,8.13,historico_ajustado,2021-12,2021,12,INTERNACIONAL,solvencia_proxy
2022-03-01,8.497300901922284,7.93677752452833,9.092452617852206,8.94787936354931,8.47,historico_ajustado,2022-03,2022,3,INTERNACIONAL,solvencia_proxy
2022-04-01,9.063165164210307,8.50596132466793,9.620344218531672,8.952846303006758,9.14,historico_ajustado,2022-04,2022,4,INTERNACIONAL,solvencia_proxy
2022-05-01,9.005046370587312,8.465910490508506,9.563782778021698,8.955713251416277,9.13,historico_ajustado,2022-05,2022,5,INTERNACIONAL,solvencia_proxy
2022-06-01,8.810214537211593,8.271949732257742,9.363178923081902,8.958675764772778,9.06,historico_ajustado,2022-06,2022,6,INTERNACIONAL,solvencia_proxy
2022-07-01,8.891108403921285,8.334293587507831,9.48265817405903,8.961542713182297,9.36,historico_ajustado,2022-07,2022,7,INTERNACIONAL,solvencia_proxy
2022-08-01,8.772364270332611,8.19043490947043,9.338795398639311,8.9645052265388,9.38,historico_ajustado,2022-08,2022,8,INTERNACIONAL,solvencia_proxy
2022-09-01,8.678275956238966,8.121991787181674,9.240668155210344,8.967467739895302,9.32,historico_ajustado,2022-09,2022,9,INTERNACIONAL,solvencia_proxy
2022-10-01,8.775533614726397,8.21749136386165,9.357609232011653,8.97033468830482,9.13,historico_ajustado,2022-10,2022,10,INTERNACIONAL,solvencia_proxy
2022-11-01,8.762207394993565,8.188266298101363,9.302028117821717,8.969924951641433,9.26,historico_ajustado,2022-11,2022,11,INTERNACIONAL,solvencia_proxy
2022-12-01,8.661724211645545,8.111675592623815,9.233428926968239,8.969528432289767,8.64,historico_ajustado,2022-12,2022,12,INTERNACIONAL,solvencia_proxy
2023-01-01,9.210054342302275,8.675480483268014,9.755671906160773,8.96911869562638,9.2,historico_ajustado,2023-01,2023,1,INTERNACIONAL,solvencia_proxy
2023-02-01,9.147831620265572,8.614354097785096,9.745897379384576,8.968708958962992,9.04,historico_ajustado,2023-02,2023,2,INTERNACIONAL,solvencia_proxy
2023-03-01,8.230398089216473,7.668633110199462,8.823555133123389,8.968338874234771,8.39,historico_ajustado,2023-03,2023,3,INTERNACIONAL,solvencia_proxy
2023-04-01,9.091719002163455,8.566054553160532,9.6458052951582,8.967929137571382,8.82,historico_ajustado,2023-04,2023,4,INTERNACIONAL,solvencia_proxy
2023-05-01,9.135531735736263,8.584312541864744,9.733274958452588,8.967532618219717,9.18,historico_ajustado,2023-05,2023,5,INTERNACIONAL,solvencia_proxy
2023-06-01,8.871734411628072,8.306497845358567,9.458401904784473,8.96712288155633,9.0,historico_ajustado,2023-06,2023,6,INTERNACIONAL,solvencia_proxy
2023-07-01,8.901918448375833,8.301696452522481,9.470242169430165,8.966726362204664,9.15,historico_ajustado,2023-07,2023,7,INTERNACIONAL,solvencia_proxy
2023-08-01,8.741722373327887,8.184357710118475,9.298126809095763,8.966316625541277,9.02,historico_ajustado,2023-08,2023,8,INTERNACIONAL,solvencia_proxy
2023-09-01,8.60366463963699,7.998913367751585,9.138865222751793,8.965906888877889,8.91,historico_ajustado,2023-09,2023,9,INTERNACIONAL,solvencia_proxy
2023-10-01,8.776839176594148,8.23229387727992,9.319747812478278,8.965510369526223,9.29,historico_ajustado,2023-10,2023,10,INTERNACIONAL,solvencia_proxy
2023-11-01,8.734539268289938,8.150235697762842,9.314908070994317,8.965100632862836,9.45,historico_ajustado,2023-11,2023,11,INTERNACIONAL,solvencia_proxy
2023-12-01,8.70100173729131,8.124618030528424,9.270227027536492,8.964704113511171,9.4,historico_ajustado,2023-12,2023,12,INTERNACIONAL,solvencia_proxy
2024-01-01,9.263635427037933,8.65142201150992,9.816983909842975,8.964294376847782,9.51,historico_ajustado,2024-01,2024,1,INTERNACIONAL,solvencia_proxy
2024-02-01,9.28359731489227,8.748246523490906,9.847798219208174,8.963884640184395,9.46,historico_ajustado,2024-02,2024,2,INTERNACIONAL,solvencia_proxy
2024-03-01,9.086325087183747,8.557823488366878,9.65395432128448,8.963501338144452,8.91,historico_ajustado,2024-03,2024,3,INTERNACIONAL,solvencia_proxy
2024-04-01,9.062976892893746,8.521791962718863,9.62108342768616,8.963091601481064,9.07,historico_ajustado,2024-04,2024,4,INTERNACIONAL,solvencia_proxy
2024-05-01,8.779962388741108,8.183918593107771,9.351817855210571,8.962695082129398,8.75,historico_ajustado,2024-05,2024,5,INTERNACIONAL,solvencia_proxy
2024-06-01,8.703704702659282,8.093148740518007,9.283413702381699,8.962285345466011,8.59,historico_ajustado,2024-06,2024,6,INTERNACIONAL,solvencia_proxy
2024-07-01,8.87347463756573,8.315916708738307,9.453515088906187,8.961888826114345,8.82,historico_ajustado,2024-07,2024,7,INTERNACIONAL,solvencia_proxy
2024-08-01,8.828834246773429,8.248249683104483,9.354048316388408,8.961479089450958,8.49,historico_ajustado,2024-08,2024,8,INTERNACIONAL,solvencia_proxy
2024-09-01,8.818580840727085,8.266079434653932,9.389730466806418,8.96106935278757,8.45,historico_ajustado,2024-09,2024,9,INTERNACIONAL,solvencia_proxy
2024-10-01,8.757441561131792,8.165310743127568,9.322129683194392,8.960672833435904,8.63,historico_ajustado,2024-10,2024,10,INTERNACIONAL,solvencia_proxy
2024-11-01,8.8026203172666,8.229209335666164,9.405126734995878,8.960263096772517,8.66,historico_ajustado,2024-11,2024,11,INTERNACIONAL,solvencia_proxy
2024-12-01,8.568688758793531,8.041101473632027,9.099818112863861,8.95986657742085,8.52,historico_ajustado,2024-12,2024,12,INTERNACIONAL,solvencia_proxy
2025-01-01,9.083709002792268,8.522073031021248,9.63488939256371,8.959456840757463,8.77,historico_ajustado,2025-01,2025,1,INTERNACIONAL,solvencia_proxy
2025-02-01,8.842817760063708,8.27792022226356,9.418852437434467,8.959047104094076,8.86,historico_ajustado,2025-02,2025,2,INTERNACIONAL,solvencia_proxy
2025-03-01,8.795126895826003,8.262958655711886,9.361547322140755,8.958677019365854,8.58,historico_ajustado,2025-03,2025,3,INTERNACIONAL,solvencia_proxy
2025-04-01,9.060632894081875,8.467297166738364,9.681143758840744,8.958267282702467,8.64,historico_ajustado,2025-04,2025,4,INTERNACIONAL,solvencia_proxy
