archivo_origen,periodo,indicador,estado,detalle,hoja,celda,candidatos
00_datos_crudos\BOL_FIN_OCT_09.xls,2009-10,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BOL_FIN_OCT_09.xls,2009-10,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BOL_FIN_OCT_09.xls,2009-10,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BP_BOL_2008_01 con informaciÓ©én reprocesada 06 ene 10.xls,2009-01,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1221,"[('C1221', 25, 25), ('C649', 25, 25)]"
00_datos_crudos\BP_BOL_2008_01 con informaciÓ©én reprocesada 06 ene 10.xls,2009-01,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 25, 25)]"
00_datos_crudos\BP_BOL_2008_01 con informaciÓ©én reprocesada 06 ene 10.xls,2009-01,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 25, 25), ('B81', 25, 25)]"
00_datos_crudos\BP_BOL_2008_01 con informaciÓ©én reprocesada 06 ene 10.xls,2009-01,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 25, 25), ('B39', 25, 25)]"
00_datos_crudos\BP_BOL_2009_02 rectificado.xls,2009-02,patrimonio,duplicado_balance_resuelto,Se encontraron 2 coincidencias; se usó la fila con más valores.,BAL SAB II,C1221,"[('C1221', 24, 24), ('C649', 24, 24)]"
00_datos_crudos\BP_BOL_2009_02 rectificado.xls,2009-02,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDIC,C24,"[('C24', 24, 24)]"
00_datos_crudos\BP_BOL_2009_02 rectificado.xls,2009-02,solvencia_proxy,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código IF112; se usó la fila con más valores.,INDIC,B82,"[('B82', 24, 24), ('B81', 24, 24)]"
00_datos_crudos\BP_BOL_2009_02 rectificado.xls,2009-02,roe,duplicado_codigo_resuelto,Se encontraron 2 coincidencias por código; se usó la fila con más valores.,INDIC,B40,"[('B40', 24, 24), ('B39', 24, 24)]"
00_datos_crudos\BOLETIN BANCOS NOVIEMBRE 2022.xlsx,2022-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\BOLETIN BANCOS NOVIEMBRE 2022.xlsx,2022-11,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\BOLETIN BANCOS NOVIEMBRE 2022.xlsx,2022-11,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\BOLETIN BANCOS NOVIEMBRE 2022.xlsx,2022-11,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_05_rev.xlsx,2022-05,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_05_rev.xlsx,2022-05,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_05_rev.xlsx,2022-05,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_05_rev.xlsx,2022-05,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_06.xlsx,2022-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_06.xlsx,2022-06,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_06.xlsx,2022-06,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_06.xlsx,2022-06,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_04.xlsx,2022-04,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_04.xlsx,2022-04,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_04.xlsx,2022-04,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_04.xlsx,2022-04,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_07.xlsx,2022-07,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_07.xlsx,2022-07,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2022_07.xlsx,2022-07,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
